# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "8" "-p" "-B" "-s" "0" "-t" "exon" "-g" "gene_id" "-a" "Saccharomyces_cerevisiae.R64-1-1.108.gtf" "-o" "count.txt" "SRR13978643Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR13978643Aligned.sortedByCoord.out.bam
YBL047C	II	127895	132040	-	4146	1233
YBR099C	II	442924	443307	-	384	0
YBL014C	II	199064	201748	-	2685	108
YBR062C	II;II	365976;366585	366502;366600	-;-	543	152
YBL092W	II	45978	46370	+	393	2151
YBR240C	II	700490	701842	-	1353	22
YBR251W	II	721390	722313	+	924	136
YBR199W	II	618909	620303	+	1395	375
YBR128C	II	493081	494115	-	1035	49
YBR139W	II	515664	517190	+	1527	413
YBL070C	II	90605	90925	-	321	0
YBR054W	II	343101	344135	+	1035	2002
YBL039W-B	II	143393	143572	+	180	32
YBR072W	II	382030	382674	+	645	158
YBR111C	II	461178	461873	-	696	301
YBL001C	II	237153	237467	-	315	199
YBR110W	II	458872	460221	+	1350	210
YBL111C	II;II	2907;4216	4116;5009	-;-	2004	0
YBL036C	II	150447	151220	-	774	88
tR(UCU)B	II	405878	405949	+	72	0
YBL094C	II	43765	44097	-	333	1
YBR033W	II	301944	304703	+	2760	35
YBL073W	II	87646	87957	+	312	0
YBR096W	II	436021	436713	+	693	150
YBL053W	II	119335	119709	+	375	1
YBR030W	II	298292	299950	+	1659	126
YBL076C	II	81043	84261	-	3219	975
YBR256C	II	727386	728102	-	717	301
YBR162W-A	II	565231	565428	+	198	245
YBL077W	II	80897	81328	+	432	27
YBR156C	II	551104	553200	-	2097	89
YBL012C	II	203406	203807	-	402	1
YBL008W-A	II	209409	209648	+	240	0
YBR297W	II	800523	801929	+	1407	36
YBR189W	II;II	604508;604928	604514;605508	+;+	588	1532
YBL096C	II	43174	43482	-	309	1
YBR011C	II	257112	257975	-	864	3705
YBL041W	II	141247	141972	+	726	152
YBL081W	II	71866	72972	+	1107	182
YBR089C-A	II	426190	426489	-	300	121
YBR103C-A	II	449320	449463	-	144	1
YBR296C	II	796798	798522	-	1725	2
YBL040C	II;II	142112;142847	142749;142868	-;-	660	181
YBR165W	II	568852	569685	+	834	46
YBL026W	II;II	170623;170805	170676;171038	+;+	288	91
YBR082C	II;II	406628;407123	407027;407169	-;-	447	1650
YBR280C	II	762784	764697	-	1914	80
YBR061C	II	364787	365719	-	933	122
YBL016W	II	192451	193512	+	1062	381
YBR175W	II	582408	583355	+	948	44
YBR029C	II	296369	297742	-	1374	224
YBL057C	II	112801	113427	-	627	106
YBR298C-A	II	805035	805256	-	222	0
YBR192W	II	607652	608785	+	1134	118
tQ(UUG)B	II	350827	350898	+	72	0
YBR302C	II	810340	811479	-	1140	17
YBR254C	II	723736	724263	-	528	77
YBR204C	II	632254	633381	-	1128	101
YBR220C	II	662995	664677	-	1683	97
YBR222C	II	666720	668351	-	1632	369
YBR290W	II	782591	783556	+	966	195
YBR162C	II	563203	564570	-	1368	2069
YBR167C	II	571468	571890	-	423	37
YBL033C	II	158656	159693	-	1038	70
YBR228W	II	675313	676227	+	915	27
YBR263W	II	736264	737736	+	1473	352
YBR250W	II	719033	720604	+	1572	13
YBR272C	II	746361	747803	-	1443	55
YBR120C	II	480435	480923	-	489	29
YBR084C-A	II;II	414186;415260	414753;415261	-;-	570	1509
YBL062W	II	105308	105688	+	381	2
YBR301W	II	809057	809419	+	363	0
YBR076W	II	390227	391291	+	1065	20
YBR210W	II	645550	645978	+	429	72
YBR106W	II	452658	453224	+	567	626
YBR005W	II	245906	246547	+	642	81
YBR153W	II	547460	548194	+	735	124
YBR132C	II	499652	501442	-	1791	185
YBR166C	II	569842	571200	-	1359	140
YBR221W-A	II	666538	666642	+	105	2
YBR131C-A	II	497650	497739	-	90	0
YBR161W	II	561634	562764	+	1131	204
YBR109C	II	457919	458362	-	444	586
YBR255W	II	724456	726540	+	2085	86
YBR205W	II	633622	634836	+	1215	156
YBR296C-A	II	800123	800242	-	120	0
YBL043W	II	136688	137461	+	774	56
YBR130C	II	495592	496869	-	1278	263
YBR206W	II	634601	634924	+	324	13
YBR122C	II	483970	484503	-	534	160
YBR295W	II	792849	796499	+	3651	53
YBR004C	II	244366	245667	-	1302	105
YBR202W	II	625772	628309	+	2538	184
YBR001C	II	238941	241283	-	2343	130
YBL113C	II	280	2658	-	2379	44
YBR288C	II	778012	779463	-	1452	80
YBR282W	II	768240	768680	+	441	99
YBL072C	II	88523	89125	-	603	803
YBR103W	II	447709	449316	+	1608	85
YBR107C	II	453793	454530	-	738	102
YBL024W	II	172534	174588	+	2055	367
YBR012C	II	259147	259566	-	420	14
YBR188C	II	603685	604107	-	423	61
YBL075C	II	84499	86448	-	1950	80
YBR102C	II	445062	447323	-	2262	110
YBR006W	II	247010	248503	+	1494	203
YBL051C	II	122753	124759	-	2007	409
YBR196C	II	612236	613900	-	1665	3920
YBL031W	II	161699	162715	+	1017	71
YBR141W-A	II	527167	527262	+	96	0
YBL006W-A	II	216711	216860	+	150	0
YBL100W-C	II	28427	28546	+	120	4
YBR236C	II	690383	691693	-	1311	127
YBR276C	II	757620	760043	-	2424	182
YBR036C	II	309081	310313	-	1233	413
YBR045C	II	328173	330092	-	1920	24
YBR291C	II	783673	784572	-	900	385
YBR137W	II	513044	513583	+	540	134
YBR079C	II	395383	398277	-	2895	803
YBR017C	II	270947	273703	-	2757	220
YBL044W	II	135998	136366	+	369	0
YBL023C	II	174920	177526	-	2607	116
YBR127C	II	491269	492822	-	1554	1901
YBR152W	II	546376	547251	+	876	37
YBR035C	II	306269	306955	-	687	426
YBR289W	II	779667	782384	+	2718	149
YBL017C	II	186844	191583	-	4740	545
YBR157C	II	553543	554310	-	768	125
YBL104C	II	18177	21293	-	3117	111
YBL109W	II	5790	6125	+	336	1
tL(UAA)B1	II	9583	9666	+	84	0
YBR072C-A	II	382860	383021	-	162	0
YBR300C	II	808600	809097	-	498	0
YBR195C	II	610614	611882	-	1269	50
YBR233W	II	683428	684669	+	1242	63
YBR262C	II	735720	736040	-	321	65
YBR020W	II	279021	280607	+	1587	12
YBR085C-A	II	418907	419164	-	258	210
YBR123C	II	484742	486691	-	1950	116
YBR221C	II	665153	666253	-	1101	1289
YBL029W	II	166134	167264	+	1131	70
YBL045C	II	134143	135516	-	1374	810
YBR191W-A	II	607149	607223	+	75	35
YBR154C	II	548362	549009	-	648	153
YBR278W	II	760294	760899	+	606	69
YBR273C	II	748061	749371	-	1311	162
YBR032W	II	301519	301821	+	303	6
YBR048W	II;II	332831;333387	332875;333812	+;+	471	1116
YBR104W	II	449667	450656	+	990	102
YBL079W	II	75259	79767	+	4509	230
YBR265W	II	738582	739544	+	963	233
YBR249C	II	716882	717994	-	1113	1411
YBR203W	II	629168	631942	+	2775	117
YBR184W	II	597363	598934	+	1572	8
YBR170C	II	576344	578086	-	1743	84
YBR173C	II	581726	582172	-	447	583
YBR133C	II	501804	504287	-	2484	292
YBR275C	II	751356	757106	-	5751	122
YBL108W	II	8177	8482	+	306	1
YBL113W-A	II	646	1128	+	483	0
YBL085W	II	63876	66818	+	2943	295
YBL052C	II	119379	121874	-	2496	92
YBL009W	II	207194	209224	+	2031	68
YBR283C	II	768943	770415	-	1473	989
YBR094W	II	432036	434297	+	2262	115
YBR258C	II	729734	730162	-	429	17
YBR201W	II	623576	624211	+	636	72
YBR070C	II	379221	379934	-	714	46
tE(UUC)B	II	645167	645238	+	72	0
YBR198C	II	616127	618523	-	2397	241
YBL056W	II	113762	115168	+	1407	615
YBL099W	II	37053	38690	+	1638	1126
YBR257W	II	728885	729724	+	840	21
YBR126W-A	II	490850	491056	+	207	8
YBR242W	II	704670	705386	+	717	81
YBL008W	II	209653	212175	+	2523	52
YBR181C	II;II	591712;592769	592416;592774	-;-	711	569
tC(GCA)B	II	643007	643078	-	72	1
YBR052C	II	338720	339352	-	633	277
YBR093C	II	429548	430951	-	1404	74
YBR049C	II	334386	336818	-	2433	151
YBR056W	II	347879	349384	+	1506	246
YBL030C	II	163041	163997	-	957	737
tT(AGU)B	II	266378	266450	+	73	0
YBR141C	II	527025	528038	-	1014	49
YBR226C	II	673155	673565	-	411	26
YBL005W	II	217470	220400	+	2931	248
YBR151W	II	545028	545978	+	951	764
YBR144C	II	533235	533549	-	315	5
YBR178W	II	586071	586445	+	375	0
YBR138C	II	513762	515336	-	1575	63
YBL090W	II	48825	49358	+	534	41
YBL105C	II	14241	17696	-	3456	380
YBL102W	II	24098	24745	+	648	193
YBL011W	II	203538	205817	+	2280	294
YBR095C	II	434406	435698	-	1293	68
YBR196C-B	II	614526	614630	-	105	17
YBL048W	II	127299	127610	+	312	9
YBR066C	II	370037	370699	-	663	187
YBR292C	II	784702	785073	-	372	15
YBR018C	II	274427	275527	-	1101	16
YBR194W	II	610038	610409	+	372	41
YBR076C-A	II	391351	391617	-	267	54
YBR108W	II	454822	457665	+	2844	380
YBR046C	II	330507	331511	-	1005	269
YBR235W	II	686901	690263	+	3363	233
YBR274W	II	749594	751177	+	1584	59
YBL006C	II	216587	217129	-	543	119
YBR186W	II;II	600553;602217	602103;602360	+;+	1695	30
YBR277C	II	760215	760616	-	402	0
YBR185C	II	599123	599959	-	837	53
YBL078C	II	80378	80731	-	354	184
YBR037C	II	310565	311452	-	888	104
YBR015C	II	267710	269503	-	1794	362
YBR016W	II	270247	270633	+	387	588
YBL107W-A	II	9268	9372	+	105	0
YBL071W-A	II	89978	90226	+	249	54
YBR269C	II	742160	742576	-	417	121
YBR266C	II	739936	740388	-	453	0
YBR055C	II	344602	347301	-	2700	120
YBR088C	II	424990	425766	-	777	14
tV(UAC)B	II	326792	326865	-	74	0
YBL019W	II	184353	185915	+	1563	67
YBR112C	II	462870	465770	-	2901	520
YBR164C	II	567875	568426	-	552	126
YBR148W	II	537876	539705	+	1830	62
YBL020W	II	182401	184125	+	1725	99
YBR208C	II	636703	642210	-	5508	379
tD(GUC)B	II	405960	406031	+	72	0
YBR172C	II	579150	581372	-	2223	181
YBL097W	II	40831	43095	+	2265	31
YBR050C	II	337183	338199	-	1017	17
YBR183W	II	596115	597065	+	951	70
YBR213W	II	650368	651192	+	825	87
YBR113W	II	465566	466048	+	483	13
YBL091C-A	II;II	46565;47147	47058;47180	-;-	528	130
YBR196C-A	II	614024	614173	-	150	6
YBR286W	II	774700	776313	+	1614	2854
YBR268W	II	741299	741616	+	318	53
YBR058C-A	II	356324	356566	-	243	358
YBR287W	II	776571	777854	+	1284	240
YBL083C	II	69713	70138	-	426	2
YBL061C	II	105316	107406	-	2091	39
YBR267W	II	739841	741022	+	1182	58
YBR114W	II	467248	469620	+	2373	76
YBL032W	II	160184	161329	+	1146	337
YBR219C	II;II	662499;663003	662581;663303	-;-	384	1
tF(GAA)B	II;II	36398;36453	36434;36488	+;+	73	0
YBR299W	II	805351	807105	+	1755	8
YBR191W	II;II	606270;606669	606280;607140	+;+	483	2999
YBR125C	II	487199	488380	-	1182	113
YBL069W	II	90741	92030	+	1290	68
YBR223C	II	668663	670297	-	1635	80
YBR074W	II	386286	389216	+	2931	206
YBR201C-A	II	624493	624696	-	204	77
YBR187W	II	602634	603476	+	843	314
YBL021C	II	181660	182094	-	435	36
YBL049W	II	126828	127244	+	417	80
YBL035C	II	151493	153610	-	2118	74
YBL095W	II	43277	44089	+	813	3
YBR073W	II	383112	385988	+	2877	175
YBR109W-A	II	458608	458832	+	225	2
YBR260C	II	732639	734639	-	2001	189
YBR279W	II	761257	762594	+	1338	274
YBR211C	II	646158	647132	-	975	30
YBR078W	II;II	393123;393511	393180;394742	+;+	1290	2244
YBR063C	II	366970	368184	-	1215	45
YBR028C	II	294425	296002	-	1578	100
YBL039C-A	II	144948	145031	-	84	0
YBR129C	II	494353	495339	-	987	49
YBL050W	II;II	125125;125271	125154;126119	+;+	879	284
YBR051W	II	337988	338338	+	351	0
YBR080C	II	398614	400890	-	2277	401
YBL058W	II	111437	112708	+	1272	336
YBL101C	II	24946	28299	-	3354	375
YBR140C	II	517350	526628	-	9279	339
YBR021W	II	281443	283344	+	1902	41
YBR232C	II	683373	683732	-	360	3
YBR024W	II	289445	290350	+	906	75
YBL005W-B	II	221330	226598	+	5269	303
YBL100W-A	II	29935	31251	+	1317	0
YBR012W-B	II	259869	265140	+	5272	15
YBR012W-A	II	259869	261191	+	1323	0
YBL005W-A	II	221330	222652	+	1323	0
YBL100W-B	II	29935	35248	+	5314	60
YNR017W	XIV	662913	663581	+	669	389
YNL105W	XIV	424155	424583	+	429	0
YNR069C	XIV	761123	762592	-	1470	26
YNL306W	XIV	58155	58808	+	654	161
YNL288W	XIV	90303	91424	+	1122	250
YNL191W	XIV	280432	281505	+	1074	366
YNL150W	XIV	349251	349658	+	408	47
YNL097C	XIV	441366	442358	-	993	127
tN(GUU)N1	XIV	102716	102789	+	74	2
YNL137C	XIV	368595	370055	-	1461	206
YNL331C	XIV	16118	17248	-	1131	48
YNL030W	XIV	576727	577038	+	312	566
YNL297C	XIV	71673	76583	-	4911	197
YNL102W	XIV	430087	434493	+	4407	95
YNR026C	XIV	673274	674689	-	1416	67
YNL152W	XIV	346313	347542	+	1230	146
YNL140C	XIV	360917	361486	-	570	3
YNL099C	XIV	438567	439283	-	717	333
YNL182C	XIV	295960	297627	-	1668	61
YNL180C	XIV	299654	300649	-	996	447
YNR001C	XIV	629622	631061	-	1440	1399
YNL091W	XIV	452408	456130	+	3723	459
YNL157W	XIV	340352	340858	+	507	449
YNL315C	XIV	43324	44280	-	957	96
YNL221C	XIV	231068	233695	-	2628	348
YNR052C	XIV	719346	720647	-	1302	287
YNL061W	XIV	510540	512396	+	1857	187
YNL284C	XIV	103134	104102	-	969	109
YNR040W	XIV	699690	700460	+	771	39
YNL246W	XIV;XIV	185460;185587	185491;186349	+;+	795	167
YNL097W-A	XIV	441431	441586	+	156	0
YNL121C	XIV	398684	400537	-	1854	580
snR191	XIV	721938	722211	-	274	6
YNL043C	XIV	545589	545909	-	321	35
YNR055C	XIV	728426	730186	-	1761	293
YNL039W	XIV	555048	556832	+	1785	201
YNR036C	XIV	694361	694822	-	462	227
YNL304W	XIV	60297	61550	+	1254	20
YNL119W	XIV	401040	402521	+	1482	69
YNL034W	XIV	570477	572315	+	1839	3
YNL187W	XIV	287994	289067	+	1074	67
YNL310C	XIV	51907	52431	-	525	120
YNL277W	XIV	117349	118809	+	1461	183
YNL126W	XIV	387227	389767	+	2541	82
tL(UAA)N	XIV	726134	726217	-	84	0
YNL210W	XIV	250931	251743	+	813	16
YNR041C	XIV	700541	701659	-	1119	38
YNL193W	XIV	274368	276044	+	1677	158
YNL301C	XIV;XIV	63570;64451	64018;64562	-;-	561	228
YNL263C	XIV	146896	147840	-	945	282
YNL059C	XIV	512668	514935	-	2268	180
YNL028W	XIV	578679	578996	+	318	0
YNL044W	XIV;XIV	545268;545371	545291;545877	+;+	531	224
YNL026W	XIV	581920	583374	+	1455	234
YNL067W	XIV	499681	500256	+	576	368
YNL205C	XIV	258155	258577	-	423	1
YNL104C	XIV	424895	426754	-	1860	1102
YNL169C	XIV	316169	317671	-	1503	346
YNL268W	XIV	138550	140385	+	1836	1113
YNL162W	XIV;XIV	331322;331838	331325;332154	+;+	321	372
YNL257C	XIV	160631	164320	-	3690	233
YNL229C	XIV	219137	220201	-	1065	203
YNL042W-B	XIV	547113	547370	+	258	1
YNL248C	XIV	181361	182608	-	1248	267
YNR045W	XIV	706139	707608	+	1470	141
YNR051C	XIV	716780	718327	-	1548	433
YNL190W	XIV	282395	283009	+	615	2433
YNL194C	XIV	272710	273615	-	906	81
YNL080C	XIV	476932	478032	-	1101	203
YNR005C	XIV	636931	637335	-	405	0
YNR064C	XIV	749136	750008	-	873	19
YNL145W	XIV	352414	352530	+	117	6
YNR068C	XIV	760067	760885	-	819	58
YNL323W	XIV	31944	33188	+	1245	142
YNL003C	XIV	624975	625829	-	855	81
YNL199C	XIV	264926	266530	-	1605	165
YNL048W	XIV	538173	539819	+	1647	159
YNL072W	XIV	490317	491240	+	924	65
YNL224C	XIV	224796	227099	-	2304	76
YNL067W-A	XIV	498538	498684	+	147	1
YNR032W	XIV	686010	687116	+	1107	119
YNL206C	XIV	256788	258155	-	1368	101
YNR062C	XIV	744360	745343	-	984	33
YNL203C	XIV	259439	260050	-	612	0
YNL273W	XIV	122883	126599	+	3717	67
tI(AAU)N1	XIV	569867	569940	-	74	0
YNL213C	XIV	246460	247104	-	645	52
YNL055C	XIV	517994	518845	-	852	2428
YNL170W	XIV	315978	316373	+	396	17
YNR013C	XIV	649028	651712	-	2685	401
YNL269W	XIV	137699	138094	+	396	1
YNR020C	XIV	667410	668222	-	813	29
YNL041C	XIV	549468	551987	-	2520	139
YNL234W	XIV	210233	211513	+	1281	102
YNL165W	XIV	323832	325052	+	1221	61
YNL116W	XIV	408341	409909	+	1569	193
YNL008C	XIV	616211	618241	-	2031	122
YNL309W	XIV	52662	53924	+	1263	118
YNR015W	XIV	653387	654541	+	1155	113
YNR075W	XIV	779916	781040	+	1125	60
YNL025C	XIV	584320	585291	-	972	126
YNL058C	XIV	515763	516713	-	951	172
YNL313C	XIV	45308	48022	-	2715	53
YNL122C	XIV	398023	398370	-	348	49
YNL094W	XIV	447611	449374	+	1764	346
YNL001W	XIV	627456	628616	+	1161	114
YNL317W	XIV	40619	42016	+	1398	125
YNL035C	XIV	568522	569691	-	1170	93
YNL007C	XIV	618507	619565	-	1059	721
YNL162W-A	XIV	330329	330547	+	219	6
YNR039C	XIV	697614	699431	-	1818	182
YNL103W-A	XIV	426719	426808	+	90	26
tL(CAA)N	XIV;XIV	443006;443076	443043;443119	+;+	82	0
YNL052W	XIV	531725	532186	+	462	181
YNL120C	XIV	401033	401518	-	486	0
YNL002C	XIV	626174	627142	-	969	122
YNL311C	XIV	49397	51688	-	2292	177
YNR007C	XIV	639182	640114	-	933	67
YNL291C	XIV	84169	85815	-	1647	84
YNL195C	XIV	271523	272308	-	786	38
YNL087W	XIV	462411	465947	+	3537	354
tF(GAA)N	XIV;XIV	374869;374924	374905;374959	+;+	73	0
YNL217W	XIV	240331	241311	+	981	336
YNL029C	XIV	577205	578773	-	1569	77
YNR028W	XIV	676177	677103	+	927	138
YNL009W	XIV	614821	616083	+	1263	9
YNL024C-A	XIV	586602	586820	-	219	39
YNL334C	XIV	12208	12876	-	669	3
YNL319W	XIV	38642	39082	+	441	6
YNL295W	XIV	76946	78520	+	1575	58
tN(GUU)N2	XIV	632599	632672	+	74	0
YNL192W	XIV	276502	279897	+	3396	193
YNL149C	XIV	349367	349756	-	390	8
YNL071W	XIV	491523	492971	+	1449	1027
YNL089C	XIV	456693	457169	-	477	1
YNL308C	XIV	54122	55897	-	1776	225
YNL239W	XIV	200569	201933	+	1365	562
YNL275W	XIV	119268	120998	+	1731	57
YNR071C	XIV	770440	771468	-	1029	13
YNL226W	XIV	222239	222649	+	411	0
YNL040W	XIV	553380	554750	+	1371	65
YNL117W	XIV	406358	408022	+	1665	17
YNL050C	XIV;XIV	534079;534966	534874;534982	-;-	813	63
YNL086W	XIV	466334	466642	+	309	26
YNL017C	XIV	602138	602476	-	339	0
YNR070W	XIV	765375	769376	+	4002	65
YNR067C	XIV	755746	759099	-	3354	517
YNL305C	XIV	58898	59791	-	894	357
YNL015W	XIV	605384	605611	+	228	1190
YNL146C-A	XIV	351386	351580	-	195	2
YNL063W	XIV	507758	508702	+	945	63
YNL294C	XIV	78659	80260	-	1602	108
YNR046W	XIV	707788	708195	+	408	174
YNL167C	XIV	319416	321359	-	1944	312
YNL280C	XIV	109095	110411	-	1317	147
YNR002C	XIV	633008	633856	-	849	46
YNL036W	XIV	559814	560479	+	666	649
YNL075W	XIV	485607	486479	+	873	51
YNR058W	XIV	734291	735733	+	1443	26
YNL054W	XIV	526086	529583	+	3498	245
YNR006W	XIV	636986	638854	+	1869	415
YNR042W	XIV	701238	701666	+	429	0
YNL261W	XIV	155100	156539	+	1440	124
YNL188W	XIV	286308	287609	+	1302	111
YNL146W	XIV	351715	352017	+	303	28
YNL228W	XIV	220645	221421	+	777	1
YNL211C	XIV	250055	250315	-	261	26
YNR021W	XIV	668377	669591	+	1215	480
YNL201C	XIV	260627	263203	-	2577	84
YNR033W	XIV	687635	689998	+	2364	179
YNR034W	XIV	690321	691286	+	966	106
YNL272C	XIV	126805	129084	-	2280	102
YNL245C	XIV	186346	186885	-	540	101
YNR074C	XIV	777602	778738	-	1137	64
YNL123W	XIV	394685	397678	+	2994	204
YNR016C	XIV	654673	661374	-	6702	1484
YNL223W	XIV	227370	228854	+	1485	63
YNR032C-A	XIV	687243	687464	-	222	44
YNL133C	XIV	374171	374692	-	522	46
YNL178W	XIV	302680	303402	+	723	1353
YNL065W	XIV	503724	505484	+	1761	99
YNR043W	XIV	701895	703085	+	1191	291
YNL021W	XIV	593227	595347	+	2121	92
YNL124W	XIV	392892	394370	+	1479	155
YNL312W	XIV;XIV	48287;48402	48293;49216	+;+	822	112
YNL143C	XIV	356794	357186	-	393	22
YNL251C	XIV	172588	174315	-	1728	533
snR40	XIV	89210	89306	+	97	5
YNL299W	XIV	66517	68445	+	1929	39
snR19	XIV	230105	230672	-	568	57
YNR049C	XIV	713023	713655	-	633	121
YNL163C	XIV	326741	330073	-	3333	134
YNR073C	XIV	774792	776300	-	1509	5
YNL127W	XIV	383987	386848	+	2862	107
YNL118C	XIV	402652	405564	-	2913	336
tT(AGU)N2	XIV	560693	560765	-	73	0
YNL189W	XIV	284260	285888	+	1629	276
YNL290W	XIV	86218	87240	+	1023	121
YNR025C	XIV	672702	673061	-	360	15
YNL250W	XIV	175410	179348	+	3939	62
YNL314W	XIV	44447	45214	+	768	66
YNL227C	XIV	220659	222431	-	1773	9
YNL218W	XIV	238238	240001	+	1764	23
YNL004W	XIV;XIV	622915;623287	622944;624621	+;+	1365	287
YNR023W	XIV	670418	672118	+	1701	124
YNL092W	XIV	450871	452073	+	1203	47
YNL324W	XIV	31050	31445	+	396	0
YNL233W	XIV	211922	214600	+	2679	124
YNL155W	XIV	342516	343340	+	825	159
YNL020C	XIV	595623	597539	-	1917	138
YNL076W	XIV	483556	485310	+	1755	183
YNL200C	XIV	263713	264453	-	741	645
YNL177C	XIV	303686	304615	-	930	130
YNL077W	XIV	481391	482977	+	1587	80
YNL293W	XIV	80640	82541	+	1902	110
YNL098C	XIV	439602	440570	-	969	638
YNR004W	XIV	635943	636383	+	441	41
YNL049C	XIV	535281	537911	-	2631	225
YNR019W	XIV	665339	667267	+	1929	194
YNL031C	XIV	575640	576050	-	411	1448
YNL019C	XIV	598376	599230	-	855	6
YNL214W	XIV	245617	246216	+	600	32
YNL006W	XIV	620067	620978	+	912	96
YNR030W	XIV	678799	680454	+	1656	199
YNL038W	XIV;XIV	557020;557685	557610;557783	+;+	690	61
YNL090W	XIV	456565	457143	+	579	12
YNL151C	XIV	347766	348521	-	756	103
YNL254C	XIV	168043	169248	-	1206	126
YNR008W	XIV	640396	642381	+	1986	141
YNR038W	XIV	695595	697484	+	1890	166
YNR003W-A	XIV	634420	634518	+	99	0
YNL307C	XIV	56446	57573	-	1128	581
YNL131W	XIV	378767	379225	+	459	465
YNL265C	XIV;XIV	144280;145255	145149;145281	-;-	897	74
YNL175C	XIV	307401	308612	-	1212	27
YNL042W	XIV	548100	549290	+	1191	231
YNL022C	XIV	591427	592899	-	1473	70
YNL056W	XIV	517249	517842	+	594	86
YNL011C	XIV	611836	613170	-	1335	156
YNL329C	XIV	19541	22633	-	3093	138
YNL074C	XIV	486766	488124	-	1359	308
YNL093W	XIV	449868	450530	+	663	14
YNR047W	XIV	708523	711204	+	2682	165
YNL183C	XIV	293137	295509	-	2373	190
YNL057W	XIV	516403	516735	+	333	0
YNL238W	XIV	202428	204872	+	2445	236
YNL154C	XIV	343636	345276	-	1641	365
YNL267W	XIV	140878	144078	+	3201	220
tP(UGG)N2	XIV;XIV	568115;568182	568150;568217	+;+	72	1
YNL014W	XIV	606319	609453	+	3135	20
NME1	XIV	585587	585926	+	340	14
YNL078W	XIV	479768	480991	+	1224	238
YNL209W	XIV	252059	253900	+	1842	2475
YNL253W	XIV	170018	171286	+	1269	91
YNL173C	XIV	308957	310057	-	1101	277
YNL066W	XIV	501515	502777	+	1263	891
YNL321W	XIV	34696	37422	+	2727	290
YNR054C	XIV	723356	724306	-	951	114
YNR072W	XIV	772657	774351	+	1695	26
YNR076W	XIV	781918	782280	+	363	18
YNR031C	XIV	680694	685433	-	4740	139
YNL110C	XIV	417826	418488	-	663	106
YNL232W	XIV	214923	215801	+	879	57
YNL262W	XIV	148212	154880	+	6669	154
YNL142W	XIV	357453	358952	+	1500	501
YNL129W	XIV	381480	382202	+	723	100
YNR014W	XIV	652465	653103	+	639	391
YNL005C	XIV	621313	622428	-	1116	151
YNL174W	XIV	308074	308646	+	573	0
YNL335W	XIV	11452	12129	+	678	5
YNL240C	XIV	198502	199977	-	1476	78
YNL318C	XIV	38707	40329	-	1623	0
YNL256W	XIV	164623	167097	+	2475	305
YNL012W	XIV;XIV	609686;609875	609790;611665	+;+	1896	49
YNR029C	XIV	677199	678488	-	1290	61
YNL130C-A	XIV	381245	381391	-	147	3
YNL107W	XIV	420098	420778	+	681	89
YNR065C	XIV	750350	753700	-	3351	74
YNL332W	XIV	14832	15854	+	1023	3
YNL023C	XIV	588263	591160	-	2898	86
YNR056C	XIV	731618	733303	-	1686	70
YNL186W	XIV	289498	291876	+	2379	178
YNL153C	XIV	345669	346058	-	390	131
YNL130C	XIV;XIV	379558;380782	380689;380831	-;-	1182	311
YNL088W	XIV	457704	461990	+	4287	141
YNL216W	XIV	241689	244172	+	2484	242
YNL276C	XIV	118431	118826	-	396	14
YNL108C	XIV	419014	419826	-	813	85
YNL252C	XIV	171441	172286	-	846	72
YNL181W	XIV	298335	299558	+	1224	56
YNL197C	XIV	267608	269593	-	1986	331
YNL064C	XIV	505868	507097	-	1230	371
YNL202W	XIV	259578	260456	+	879	14
YNL283C	XIV	105184	106695	-	1512	269
YNL147W	XIV;XIV	350940;351054	350957;351383	+;+	348	156
YNL286W	XIV	95223	96080	+	858	49
YNL337W	XIV	7165	7419	+	255	0
YNL322C	XIV	33294	34235	-	942	663
YNL158W	XIV	339612	340208	+	597	98
YNL168C	XIV	318030	318809	-	780	174
YNL259C	XIV	157644	157865	-	222	43
YNR022C	XIV	669774	670193	-	420	98
YNR077C	XIV	783287	783541	-	255	0
YNL068C	XIV	495701	498289	-	2589	238
tI(AAU)N2	XIV	602312	602385	+	74	0
YNL037C	XIV	557920	559002	-	1083	1030
YNL085W	XIV	467131	469623	+	2493	497
YNL051W	XIV	532659	533870	+	1212	120
YNL148C	XIV	349907	350671	-	765	22
YNR075C-A	XIV	781511	781603	-	93	22
YNL255C	XIV	167329	167790	-	462	222
YNL070W	XIV	493366	493548	+	183	100
tD(GUC)N	XIV	519099	519169	-	71	17
tT(AGU)N1	XIV	104805	104877	+	73	2
YNL271C	XIV	129522	135383	-	5862	498
YNL198C	XIV	266514	266816	-	303	0
YNR018W	XIV	664270	664944	+	675	803
YNL327W	XIV	24048	27173	+	3126	1439
YNL236W	XIV	206930	209854	+	2925	156
YNR001W-A	XIV	631263	631481	+	219	0
YNL053W	XIV	529942	531411	+	1470	138
YNL281W	XIV	108467	108928	+	462	208
YNL279W	XIV	110917	112902	+	1986	74
YNL156C	XIV	341069	341968	-	900	193
YNL260C	XIV	156859	157455	-	597	83
YNL222W	XIV	229094	229714	+	621	86
YNL235C	XIV	209548	209979	-	432	0
YNR059W	XIV	736803	738545	+	1743	162
YNR044W	XIV	703699	705876	+	2178	437
YNL225C	XIV	222724	224469	-	1746	35
YNL215W	XIV	244468	245430	+	963	129
